사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2019-09,6호선,2633,버티고개,"70,499","66,179",2019-10-03 12:45:38
2019-09,6호선,2634,약수,"110,680","109,528",2019-10-03 12:45:38
2019-09,6호선,2635,청구,"108,981","118,499",2019-10-03 12:45:38
2019-09,6호선,2636,신당,"247,222","257,845",2019-10-03 12:45:38
2019-09,6호선,2637,동묘앞,"269,714","278,790",2019-10-03 12:45:38
2019-09,6호선,2638,창신,"109,382","91,343",2019-10-03 12:45:38
2019-09,6호선,2639,보문,"224,267","204,364",2019-10-03 12:45:38
2019-09,6호선,2640,안암(고대병원앞),"433,460","437,102",2019-10-03 12:45:38
2019-09,6호선,2641,고려대(종암),"296,697","285,342",2019-10-03 12:45:38
2019-09,6호선,2642,월곡(동덕여대),"383,132","362,531",2019-10-03 12:45:38
2019-09,6호선,2643,상월곡(한국과학기술연구원),"199,383","188,255",2019-10-03 12:45:38
2019-09,6호선,2644,돌곶이,"257,560","239,165",2019-10-03 12:45:38
2019-09,6호선,2645,석계,"390,339","398,647",2019-10-03 12:45:38
2019-09,6호선,2646,태릉입구,"165,083","199,728",2019-10-03 12:45:38
2019-09,6호선,2647,화랑대(서울여대입구),"387,580","294,366",2019-10-03 12:45:38
2019-09,6호선,2648,봉화산(서울의료원),"289,756","262,861",2019-10-03 12:45:38
2019-09,7호선,2711,장암,"75,169","28,248",2019-10-03 12:45:38
2019-09,7호선,2712,도봉산,"290,736","344,760",2019-10-03 12:45:38
2019-09,7호선,2713,수락산,"392,806","387,155",2019-10-03 12:45:38
2019-09,7호선,2714,마들,"356,141","330,322",2019-10-03 12:45:38
2019-09,7호선,2715,노원,"601,844","641,636",2019-10-03 12:45:38
2019-09,7호선,2716,중계,"464,199","424,389",2019-10-03 12:45:38
2019-09,7호선,2717,하계,"570,963","537,495",2019-10-03 12:45:38
2019-09,7호선,2718,공릉(서울과학기술대),"383,414","378,629",2019-10-03 12:45:38
2019-09,7호선,2719,태릉입구,"276,833","258,802",2019-10-03 12:45:38
2019-09,7호선,2720,먹골,"302,178","292,963",2019-10-03 12:45:38
2019-09,7호선,2721,중화,"337,652","327,869",2019-10-03 12:45:38
2019-09,7호선,2722,상봉(시외버스터미널),"501,460","477,786",2019-10-03 12:45:38
2019-09,7호선,2723,면목,"483,996","467,444",2019-10-03 12:45:38
2019-09,7호선,2724,사가정,"464,593","457,883",2019-10-03 12:45:38
2019-09,7호선,2725,용마산,"180,823","174,849",2019-10-03 12:45:38
2019-09,7호선,2726,중곡,"300,368","276,455",2019-10-03 12:45:38
2019-09,7호선,2727,군자(능동),"424,790","326,694",2019-10-03 12:45:38
2019-09,7호선,2728,어린이대공원(세종대),"476,399","486,011",2019-10-03 12:45:38
2019-09,7호선,2729,건대입구,"462,901","488,620",2019-10-03 12:45:38
2019-09,7호선,2730,뚝섬유원지,"316,432","307,423",2019-10-03 12:45:38
2019-09,7호선,2731,청담,"543,146","610,107",2019-10-03 12:45:38
2019-09,7호선,2732,강남구청,"418,090","466,725",2019-10-03 12:45:38
2019-09,7호선,2733,학동,"593,121","643,423",2019-10-03 12:45:38
2019-09,7호선,2734,논현,"532,462","581,814",2019-10-03 12:45:38
2019-09,7호선,2735,반포,"192,541","187,489",2019-10-03 12:45:38
2019-09,7호선,2736,고속터미널,"629,669","512,009",2019-10-03 12:45:38
2019-09,7호선,2737,내방,"392,360","399,411",2019-10-03 12:45:38
2019-09,7호선,2738,이수,"480,309","474,839",2019-10-03 12:45:38
2019-09,7호선,2739,남성,"343,825","318,302",2019-10-03 12:45:38
2019-09,7호선,2740,숭실대입구(살피재),"479,252","482,174",2019-10-03 12:45:38
2019-09,7호선,2741,상도,"357,293","351,464",2019-10-03 12:45:38
2019-09,7호선,2742,장승배기,"316,183","305,951",2019-10-03 12:45:38
2019-09,7호선,2743,신대방삼거리,"490,233","466,772",2019-10-03 12:45:38
2019-09,7호선,2744,보라매,"273,575","273,997",2019-10-03 12:45:38
2019-09,7호선,2745,신풍,"340,354","324,171",2019-10-03 12:45:38
2019-09,7호선,2746,대림(구로구청),"319,269","316,470",2019-10-03 12:45:38
2019-09,7호선,2747,남구로,"463,333","486,721",2019-10-03 12:45:38
2019-09,7호선,2748,가산디지털단지,"1,111,347","1,101,754",2019-10-03 12:45:38
2019-09,7호선,2749,철산,"679,322","695,348",2019-10-03 12:45:38
2019-09,7호선,2750,광명사거리,"748,224","730,441",2019-10-03 12:45:38
2019-09,7호선,2751,천왕,"288,663","263,283",2019-10-03 12:45:38
2019-09,7호선,2752,온수(성공회대입구),"320,963","312,014",2019-10-03 12:45:38
2019-09,7호선,2753,까치울,"220,065","210,917",2019-10-03 12:45:38
2019-09,7호선,2754,부천종합운동장,"143,709","119,670",2019-10-03 12:45:38
2019-09,7호선,2755,춘의,"257,953","249,187",2019-10-03 12:45:38
2019-09,7호선,2756,신중동,"418,422","416,713",2019-10-03 12:45:38
2019-09,7호선,2757,부천시청,"369,128","368,487",2019-10-03 12:45:38
2019-09,7호선,2758,상동,"411,094","427,359",2019-10-03 12:45:38
2019-09,7호선,2759,삼산체육관,"155,621","138,655",2019-10-03 12:45:38
2019-09,7호선,2760,굴포천,"267,387","280,952",2019-10-03 12:45:38
2019-09,7호선,2761,부평구청,"342,933","275,640",2019-10-03 12:45:38
2019-09,8호선,2811,암사,"535,826","472,277",2019-10-03 12:45:38
2019-09,8호선,2812,천호(풍납토성),"513,636","582,887",2019-10-03 12:45:38
2019-09,8호선,2813,강동구청,"296,184","300,332",2019-10-03 12:45:38
2019-09,8호선,2814,몽촌토성(평화의문),"173,012","182,607",2019-10-03 12:45:38
2019-09,8호선,2815,잠실(송파구청),"440,153","506,811",2019-10-03 12:45:38
2019-09,8호선,2816,석촌,"223,283","259,266",2019-10-03 12:45:38
2019-09,8호선,2817,송파,"280,558","264,862",2019-10-03 12:45:38
2019-09,8호선,2818,가락시장,"224,348","253,938",2019-10-03 12:45:38
2019-09,8호선,2819,문정,"520,415","540,363",2019-10-03 12:45:38
2019-09,8호선,2820,장지,"530,450","505,591",2019-10-03 12:45:38
2019-09,8호선,2821,복정,"335,219","278,705",2019-10-03 12:45:38
2019-09,8호선,2822,산성,"171,347","167,507",2019-10-03 12:45:38
2019-09,8호선,2823,남한산성입구(성남법원.검찰청),"427,796","396,615",2019-10-03 12:45:38
2019-09,8호선,2824,단대오거리,"325,417","298,102",2019-10-03 12:45:38
2019-09,8호선,2825,신흥,"137,808","148,550",2019-10-03 12:45:38
2019-09,8호선,2826,수진,"165,634","152,280",2019-10-03 12:45:38
2019-09,8호선,2827,모란,"139,079","107,729",2019-10-03 12:45:38
2019-09,9호선,4101,개화,"194,388","129,360",2019-10-03 12:45:38
2019-09,9호선,4102,김포공항,"278,290","354,707",2019-10-03 12:45:38
2019-09,9호선,4103,공항시장,"83,197","92,674",2019-10-03 12:45:38
2019-09,9호선,4104,신방화,"201,590","195,702",2019-10-03 12:45:38
2019-09,9호선,4105,마곡나루,"276,106","278,543",2019-10-03 12:45:38
2019-09,9호선,4106,양천향교,"244,740","248,556",2019-10-03 12:45:38
2019-09,9호선,4107,가양,"593,683","573,356",2019-10-03 12:45:38
2019-09,9호선,4108,증미,"190,385","191,953",2019-10-03 12:45:38
2019-09,9호선,4109,등촌,"290,872","293,227",2019-10-03 12:45:38
2019-09,9호선,4110,염창,"489,470","472,256",2019-10-03 12:45:38
2019-09,9호선,4111,신목동,"114,936","102,756",2019-10-03 12:45:38
2019-09,9호선,4112,선유도,"192,227","187,177",2019-10-03 12:45:38
2019-09,9호선,4113,당산,"537,963","526,186",2019-10-03 12:45:38
2019-09,9호선,4114,국회의사당,"435,153","427,129",2019-10-03 12:45:38
2019-09,9호선,4115,여의도,"616,440","607,747",2019-10-03 12:45:38
2019-09,9호선,4116,샛강,"141,822","146,078",2019-10-03 12:45:38
2019-09,9호선,4117,노량진,"843,044","868,086",2019-10-03 12:45:38
2019-09,9호선,4118,노들,"136,876","118,916",2019-10-03 12:45:38
2019-09,9호선,4119,흑석(중앙대입구),"306,876","310,271",2019-10-03 12:45:38
2019-09,9호선,4120,동작(현충원),"65,209","51,910",2019-10-03 12:45:38
2019-09,9호선,4121,구반포,"86,143","90,207",2019-10-03 12:45:38
2019-09,9호선,4122,신반포,"94,184","94,958",2019-10-03 12:45:38
2019-09,9호선,4123,고속터미널,"424,931","640,252",2019-10-03 12:45:38
2019-09,9호선,4124,사평,"92,637","89,995",2019-10-03 12:45:38
2019-09,9호선,4125,신논현,"925,316","939,096",2019-10-03 12:45:38
2019-09,공항철도 1호선,4201,서울역,"403,305","341,818",2019-10-03 12:45:38
2019-09,공항철도 1호선,4202,공덕,"67,344","89,839",2019-10-03 12:45:38
2019-09,공항철도 1호선,4203,홍대입구,"365,030","354,005",2019-10-03 12:45:38
2019-09,공항철도 1호선,4204,디지털미디어시티,"344,097","304,657",2019-10-03 12:45:38
2019-09,공항철도 1호선,4206,마곡나루,"162,972","146,913",2019-10-03 12:45:38
2019-09,공항철도 1호선,4207,김포공항,"328,548","202,265",2019-10-03 12:45:38
2019-09,공항철도 1호선,4208,계양,"320,966","293,318",2019-10-03 12:45:38
2019-09,공항철도 1호선,4209,검암,"233,367","230,447",2019-10-03 12:45:38
2019-09,공항철도 1호선,4210,청라국제도시,"189,321","178,748",2019-10-03 12:45:38
2019-09,공항철도 1호선,4211,운서,"210,382","218,435",2019-10-03 12:45:38
2019-09,공항철도 1호선,4212,공항화물청사,"66,617","74,395",2019-10-03 12:45:38
2019-09,공항철도 1호선,4213,인천공항1터미널,"488,773","478,533",2019-10-03 12:45:38
2019-09,공항철도 1호선,4215,인천공항2터미널,"171,707","151,064",2019-10-03 12:45:38
2019-09,공항철도 1호선,4217,영종,"80,594","83,240",2019-10-03 12:45:38
2019-09,9호선2~3단계,4126,언주,"248,203","245,201",2019-10-03 12:45:38
2019-09,9호선2~3단계,4127,선정릉,"235,912","254,132",2019-10-03 12:45:38
2019-09,9호선2~3단계,4128,삼성중앙,"164,251","167,581",2019-10-03 12:45:38
2019-09,9호선2~3단계,4129,봉은사,"482,175","483,937",2019-10-03 12:45:38
2019-09,9호선2~3단계,4130,종합운동장,"127,862","115,896",2019-10-03 12:45:38
2019-09,9호선2~3단계,4131,삼전,"162,127","156,567",2019-10-03 12:45:38
2019-09,9호선2~3단계,4132,석촌고분,"141,478","138,922",2019-10-03 12:45:38
2019-09,9호선2~3단계,4133,석촌,"196,200","162,703",2019-10-03 12:45:38
2019-09,9호선2~3단계,4134,송파나루,"108,539","115,042",2019-10-03 12:45:38
2019-09,9호선2~3단계,4135,한성백제,"70,693","62,861",2019-10-03 12:45:38
2019-09,9호선2~3단계,4136,올림픽공원(한국체대),"207,593","211,619",2019-10-03 12:45:38
2019-09,9호선2~3단계,4137,둔촌오륜,"30,563","26,982",2019-10-03 12:45:38
2019-09,9호선2~3단계,4138,중앙보훈병원,"229,534","211,085",2019-10-03 12:45:38
2019-09,우이신설선,4701,북한산우이,"90,775","83,756",2019-10-03 12:45:38
2019-09,우이신설선,4702,솔밭공원,"71,791","68,751",2019-10-03 12:45:38
2019-09,우이신설선,4703,4.19민주묘지,"103,027","99,481",2019-10-03 12:45:38
2019-09,우이신설선,4704,가오리,"121,843","117,170",2019-10-03 12:45:38
2019-09,우이신설선,4705,화계,"99,026","92,317",2019-10-03 12:45:38
2019-09,우이신설선,4706,삼양,"59,651","63,126",2019-10-03 12:45:38
2019-09,우이신설선,4707,삼양사거리,"73,122","73,564",2019-10-03 12:45:38
2019-09,우이신설선,4708,솔샘,"162,911","149,864",2019-10-03 12:45:38
2019-09,우이신설선,4709,북한산보국문,"183,197","169,136",2019-10-03 12:45:38
2019-09,우이신설선,4710,정릉,"132,712","117,759",2019-10-03 12:45:38
2019-09,우이신설선,4711,성신여대입구(돈암),"107,850","122,313",2019-10-03 12:45:38
2019-09,우이신설선,4712,보문,"46,970","47,130",2019-10-03 12:45:38
2019-09,우이신설선,4713,신설동,"59,776","59,839",2019-10-03 12:45:38
