사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
Sep-19,6호선,2633,버티고개,56070 ,49753 ,14429 ,16426 ,2019-10-03 12:45
Sep-19,6호선,2634,약수,85928 ,85757 ,24752 ,23771 ,2019-10-03 12:45
Sep-19,6호선,2635,청구,90002 ,95359 ,18979 ,23140 ,2019-10-03 12:45
Sep-19,6호선,2636,신당,208370 ,220312 ,38852 ,37533 ,2019-10-03 12:45
Sep-19,6호선,2637,동묘앞,202067 ,216452 ,67647 ,62338 ,2019-10-03 12:45
Sep-19,6호선,2638,창신,91286 ,74232 ,18096 ,17111 ,2019-10-03 12:45
Sep-19,6호선,2639,보문,192101 ,173867 ,32166 ,30497 ,2019-10-03 12:45
Sep-19,6호선,2640,안암(고대병원앞),397425 ,402785 ,36035 ,34317 ,2019-10-03 12:45
Sep-19,6호선,2641,고려대(종암),261005 ,249424 ,35692 ,35918 ,2019-10-03 12:45
Sep-19,6호선,2642,월곡(동덕여대),307360 ,288525 ,75772 ,74006 ,2019-10-03 12:45
Sep-19,6호선,2643,상월곡(한국과학기술연구원),157029 ,146663 ,42354 ,41592 ,2019-10-03 12:45
Sep-19,6호선,2644,돌곶이,199252 ,181990 ,58308 ,57175 ,2019-10-03 12:45
Sep-19,6호선,2645,석계,312748 ,319815 ,77591 ,78832 ,2019-10-03 12:45
Sep-19,6호선,2646,태릉입구,135340 ,168498 ,29743 ,31230 ,2019-10-03 12:45
Sep-19,6호선,2647,화랑대(서울여대입구),340214 ,252162 ,47366 ,42204 ,2019-10-03 12:45
Sep-19,6호선,2648,봉화산(서울의료원),236521 ,210887 ,53235 ,51974 ,2019-10-03 12:45
Sep-19,7호선,2711,장암,65532 ,22023 ,9637 ,6225 ,2019-10-03 12:45
Sep-19,7호선,2712,도봉산,245997 ,283309 ,44739 ,61451 ,2019-10-03 12:45
Sep-19,7호선,2713,수락산,303492 ,297015 ,89314 ,90140 ,2019-10-03 12:45
Sep-19,7호선,2714,마들,276951 ,251448 ,79190 ,78874 ,2019-10-03 12:45
Sep-19,7호선,2715,노원,487497 ,527238 ,114347 ,114398 ,2019-10-03 12:45
Sep-19,7호선,2716,중계,368145 ,331179 ,96054 ,93210 ,2019-10-03 12:45
Sep-19,7호선,2717,하계,464215 ,436106 ,106748 ,101389 ,2019-10-03 12:45
Sep-19,7호선,2718,공릉(서울과학기술대),313710 ,309163 ,69704 ,69466 ,2019-10-03 12:45
Sep-19,7호선,2719,태릉입구,234484 ,218874 ,42349 ,39928 ,2019-10-03 12:45
Sep-19,7호선,2720,먹골,242406 ,232635 ,59772 ,60328 ,2019-10-03 12:45
Sep-19,7호선,2721,중화,272997 ,263616 ,64655 ,64253 ,2019-10-03 12:45
Sep-19,7호선,2722,상봉(시외버스터미널),430574 ,410088 ,70886 ,67698 ,2019-10-03 12:45
Sep-19,7호선,2723,면목,390963 ,372981 ,93033 ,94463 ,2019-10-03 12:45
Sep-19,7호선,2724,사가정,369573 ,364380 ,95020 ,93503 ,2019-10-03 12:45
Sep-19,7호선,2725,용마산,145376 ,135956 ,35447 ,38893 ,2019-10-03 12:45
Sep-19,7호선,2726,중곡,240298 ,215936 ,60070 ,60519 ,2019-10-03 12:45
Sep-19,7호선,2727,군자(능동),347030 ,260055 ,77760 ,66639 ,2019-10-03 12:45
Sep-19,7호선,2728,어린이대공원(세종대),432932 ,443446 ,43467 ,42565 ,2019-10-03 12:45
Sep-19,7호선,2729,건대입구,406663 ,436978 ,56238 ,51642 ,2019-10-03 12:45
Sep-19,7호선,2730,뚝섬유원지,272943 ,263782 ,43489 ,43641 ,2019-10-03 12:45
Sep-19,7호선,2731,청담,472118 ,541019 ,71028 ,69088 ,2019-10-03 12:45
Sep-19,7호선,2732,강남구청,373427 ,421717 ,44663 ,45008 ,2019-10-03 12:45
Sep-19,7호선,2733,학동,534758 ,588154 ,58363 ,55269 ,2019-10-03 12:45
Sep-19,7호선,2734,논현,483696 ,533119 ,48766 ,48695 ,2019-10-03 12:45
Sep-19,7호선,2735,반포,158289 ,154767 ,34252 ,32722 ,2019-10-03 12:45
Sep-19,7호선,2736,고속터미널,545979 ,439231 ,83690 ,72778 ,2019-10-03 12:45
Sep-19,7호선,2737,내방,327620 ,335844 ,64740 ,63567 ,2019-10-03 12:45
Sep-19,7호선,2738,이수,402738 ,399649 ,77571 ,75190 ,2019-10-03 12:45
Sep-19,7호선,2739,남성,273378 ,248763 ,70447 ,69539 ,2019-10-03 12:45
Sep-19,7호선,2740,숭실대입구(살피재),419482 ,420459 ,59770 ,61715 ,2019-10-03 12:45
Sep-19,7호선,2741,상도,298394 ,296440 ,58899 ,55024 ,2019-10-03 12:45
Sep-19,7호선,2742,장승배기,241999 ,231095 ,74184 ,74856 ,2019-10-03 12:45
Sep-19,7호선,2743,신대방삼거리,399081 ,374758 ,91152 ,92014 ,2019-10-03 12:45
Sep-19,7호선,2744,보라매,229933 ,231061 ,43642 ,42936 ,2019-10-03 12:45
Sep-19,7호선,2745,신풍,273478 ,256824 ,66876 ,67347 ,2019-10-03 12:45
Sep-19,7호선,2746,대림(구로구청),283211 ,281501 ,36058 ,34969 ,2019-10-03 12:45
Sep-19,7호선,2747,남구로,404137 ,426700 ,59196 ,60021 ,2019-10-03 12:45
Sep-19,7호선,2748,가산디지털단지,1039642 ,1034175 ,71705 ,67579 ,2019-10-03 12:45
Sep-19,7호선,2749,철산,580928 ,597314 ,98394 ,98034 ,2019-10-03 12:45
Sep-19,7호선,2750,광명사거리,597527 ,577155 ,150697 ,153286 ,2019-10-03 12:45
Sep-19,7호선,2751,천왕,236988 ,212942 ,51675 ,50341 ,2019-10-03 12:45
Sep-19,7호선,2752,온수(성공회대입구),283031 ,275074 ,37932 ,36940 ,2019-10-03 12:45
Sep-19,7호선,2753,까치울,192304 ,183039 ,27761 ,27878 ,2019-10-03 12:45
Sep-19,7호선,2754,부천종합운동장,125520 ,102249 ,18189 ,17421 ,2019-10-03 12:45
Sep-19,7호선,2755,춘의,227615 ,219847 ,30338 ,29340 ,2019-10-03 12:45
Sep-19,7호선,2756,신중동,364601 ,364513 ,53821 ,52200 ,2019-10-03 12:45
Sep-19,7호선,2757,부천시청,318077 ,318982 ,51051 ,49505 ,2019-10-03 12:45
Sep-19,7호선,2758,상동,361680 ,377554 ,49414 ,49805 ,2019-10-03 12:45
Sep-19,7호선,2759,삼산체육관,129252 ,113584 ,26369 ,25071 ,2019-10-03 12:45
Sep-19,7호선,2760,굴포천,231907 ,244971 ,35480 ,35981 ,2019-10-03 12:45
Sep-19,7호선,2761,부평구청,312169 ,247667 ,30764 ,27973 ,2019-10-03 12:45
Sep-19,8호선,2811,암사,438390 ,376437 ,97436 ,95840 ,2019-10-03 12:45
Sep-19,8호선,2812,천호(풍납토성),425188 ,500678 ,88448 ,82209 ,2019-10-03 12:45
Sep-19,8호선,2813,강동구청,233532 ,237078 ,62652 ,63254 ,2019-10-03 12:45
Sep-19,8호선,2814,몽촌토성(평화의문),136930 ,147587 ,36082 ,35020 ,2019-10-03 12:45
Sep-19,8호선,2815,잠실(송파구청),370791 ,440358 ,69362 ,66453 ,2019-10-03 12:45
Sep-19,8호선,2816,석촌,172889 ,205372 ,50394 ,53894 ,2019-10-03 12:45
Sep-19,8호선,2817,송파,221829 ,207787 ,58729 ,57075 ,2019-10-03 12:45
Sep-19,8호선,2818,가락시장,163997 ,191656 ,60351 ,62282 ,2019-10-03 12:45
Sep-19,8호선,2819,문정,467316 ,487646 ,53099 ,52717 ,2019-10-03 12:45
Sep-19,8호선,2820,장지,456958 ,435743 ,73492 ,69848 ,2019-10-03 12:45
Sep-19,8호선,2821,복정,288137 ,235907 ,47082 ,42798 ,2019-10-03 12:45
Sep-19,8호선,2822,산성,137845 ,131428 ,33502 ,36079 ,2019-10-03 12:45
Sep-19,8호선,2823,남한산성입구(성남법원.검찰청),352943 ,325633 ,74853 ,70982 ,2019-10-03 12:45
Sep-19,8호선,2824,단대오거리,260919 ,236780 ,64498 ,61322 ,2019-10-03 12:45
Sep-19,8호선,2825,신흥,96333 ,104523 ,41475 ,44027 ,2019-10-03 12:45
Sep-19,8호선,2826,수진,116815 ,104527 ,48819 ,47753 ,2019-10-03 12:45
Sep-19,8호선,2827,모란,87482 ,69565 ,51597 ,38164 ,2019-10-03 12:45
Sep-19,9호선,4101,개화,158772 ,101406 ,35616 ,27954 ,2019-10-03 12:45
Sep-19,9호선,4102,김포공항,256884 ,330587 ,21406 ,24120 ,2019-10-03 12:45
Sep-19,9호선,4103,공항시장,60880 ,68133 ,22317 ,24541 ,2019-10-03 12:45
Sep-19,9호선,4104,신방화,160412 ,154556 ,41178 ,41146 ,2019-10-03 12:45
Sep-19,9호선,4105,마곡나루,252975 ,255880 ,23131 ,22663 ,2019-10-03 12:45
Sep-19,9호선,4106,양천향교,204716 ,209072 ,40024 ,39484 ,2019-10-03 12:45
Sep-19,9호선,4107,가양,472431 ,455619 ,121252 ,117737 ,2019-10-03 12:45
Sep-19,9호선,4108,증미,148519 ,149576 ,41866 ,42377 ,2019-10-03 12:45
Sep-19,9호선,4109,등촌,213259 ,215019 ,77613 ,78208 ,2019-10-03 12:45
Sep-19,9호선,4110,염창,425414 ,408553 ,64056 ,63703 ,2019-10-03 12:45
Sep-19,9호선,4111,신목동,95086 ,84036 ,19850 ,18720 ,2019-10-03 12:45
Sep-19,9호선,4112,선유도,168303 ,163930 ,23924 ,23247 ,2019-10-03 12:45
Sep-19,9호선,4113,당산,472036 ,464905 ,65927 ,61281 ,2019-10-03 12:45
Sep-19,9호선,4114,국회의사당,382765 ,380839 ,52388 ,46290 ,2019-10-03 12:45
Sep-19,9호선,4115,여의도,573386 ,567160 ,43054 ,40587 ,2019-10-03 12:45
Sep-19,9호선,4116,샛강,116769 ,121135 ,25053 ,24943 ,2019-10-03 12:45
Sep-19,9호선,4117,노량진,748386 ,771695 ,94658 ,96391 ,2019-10-03 12:45
Sep-19,9호선,4118,노들,103933 ,88390 ,32943 ,30526 ,2019-10-03 12:45
Sep-19,9호선,4119,흑석(중앙대입구),251268 ,253828 ,55608 ,56443 ,2019-10-03 12:45
Sep-19,9호선,4120,동작(현충원),50575 ,39397 ,14634 ,12513 ,2019-10-03 12:45
Sep-19,9호선,4121,구반포,63289 ,66751 ,22854 ,23456 ,2019-10-03 12:45
Sep-19,9호선,4122,신반포,72740 ,73313 ,21444 ,21645 ,2019-10-03 12:45
Sep-19,9호선,4123,고속터미널,372332 ,577486 ,52599 ,62766 ,2019-10-03 12:45
Sep-19,9호선,4124,사평,74965 ,72065 ,17672 ,17930 ,2019-10-03 12:45
Sep-19,9호선,4125,신논현,870397 ,886870 ,54919 ,52226 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4201,서울역,369020 ,311340 ,34285 ,30478 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4202,공덕,60564 ,81963 ,6780 ,7876 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4203,홍대입구,347404 ,337130 ,17626 ,16875 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4204,디지털미디어시티,321385 ,284168 ,22712 ,20489 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4206,마곡나루,154613 ,138381 ,8359 ,8532 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4207,김포공항,307707 ,187532 ,20841 ,14733 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4208,계양,290449 ,263816 ,30517 ,29502 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4209,검암,214725 ,211388 ,18642 ,19059 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4210,청라국제도시,177898 ,167397 ,11423 ,11351 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4211,운서,186002 ,194236 ,24380 ,24199 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4212,공항화물청사,58950 ,66926 ,7667 ,7469 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4213,인천공항1터미널,451794 ,442226 ,36979 ,36307 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4215,인천공항2터미널,155533 ,136439 ,16174 ,14625 ,2019-10-03 12:45
Sep-19,공항철도 1호선,4217,영종,64112 ,66192 ,16482 ,17048 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4126,언주,223272 ,220734 ,24931 ,24467 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4127,선정릉,211579 ,229496 ,24333 ,24636 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4128,삼성중앙,141302 ,144656 ,22949 ,22925 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4129,봉은사,435109 ,439326 ,47066 ,44611 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4130,종합운동장,110374 ,100686 ,17488 ,15210 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4131,삼전,132282 ,127424 ,29845 ,29143 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4132,석촌고분,111190 ,108782 ,30288 ,30140 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4133,석촌,168195 ,138984 ,28005 ,23719 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4134,송파나루,86186 ,92135 ,22353 ,22907 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4135,한성백제,57216 ,50679 ,13477 ,12182 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4136,올림픽공원(한국체대),188559 ,192800 ,19034 ,18819 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4137,둔촌오륜,24609 ,21120 ,5954 ,5862 ,2019-10-03 12:45
Sep-19,9호선2~3단계,4138,중앙보훈병원,165880 ,147005 ,63654 ,64080 ,2019-10-03 12:45
Sep-19,우이신설선,4701,북한산우이,57032 ,49492 ,33743 ,34264 ,2019-10-03 12:45
Sep-19,우이신설선,4702,솔밭공원,44376 ,40296 ,27415 ,28455 ,2019-10-03 12:45
Sep-19,우이신설선,4703,4.19민주묘지,71959 ,70973 ,31068 ,28508 ,2019-10-03 12:45
Sep-19,우이신설선,4704,가오리,76713 ,70777 ,45130 ,46393 ,2019-10-03 12:45
Sep-19,우이신설선,4705,화계,58891 ,51239 ,40135 ,41078 ,2019-10-03 12:45
Sep-19,우이신설선,4706,삼양,33592 ,33869 ,26059 ,29257 ,2019-10-03 12:45
Sep-19,우이신설선,4707,삼양사거리,38087 ,37878 ,35035 ,35686 ,2019-10-03 12:45
Sep-19,우이신설선,4708,솔샘,127313 ,113636 ,35598 ,36228 ,2019-10-03 12:45
Sep-19,우이신설선,4709,북한산보국문,143298 ,129391 ,39899 ,39745 ,2019-10-03 12:45
Sep-19,우이신설선,4710,정릉,89258 ,76793 ,43454 ,40966 ,2019-10-03 12:45
Sep-19,우이신설선,4711,성신여대입구(돈암),76761 ,92729 ,31089 ,29584 ,2019-10-03 12:45
Sep-19,우이신설선,4712,보문,31716 ,31658 ,15254 ,15472 ,2019-10-03 12:45
Sep-19,우이신설선,4713,신설동,37626 ,39471 ,22150 ,20368 ,2019-10-03 12:45
